title,author,publisher,publishedAt,image,isbn
애자일 & 스크럼 프로젝트 관리,이재왕,길벗,2016-05-06,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1641986%3Ftimestamp%3D20210706193426,9791187345015
스타트업 가이드7,전화성,이콘,2020-02-03,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5227726%3Ftimestamp%3D20210630145206,9791189318178
Do it! 정직하게 코딩하며 배우는 딥러닝 입문,박해선,이지스퍼블리싱,2019-09-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5077058%3Ftimestamp%3D20210705180752,9791163031093
소프트웨어 공학(쉽게 배우는)(IT CookBook 192),김치수,한빛아카데미,2015-11-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1565459%3Ftimestamp%3D20210707143853,9791156642053
소프트웨어 아키텍트가 알아야 할 97가지,RICHARD MONSON HAEFEL,지앤선,2011-04-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1409683%3Ftimestamp%3D20210501144607,9788993827330
모두의 데이터 과학 with 파이썬,드미트리 지노비에프,길벗,2017-07-14,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1597887%3Ftimestamp%3D20210703181707,9791160502152
오픈 소스 소프트웨어로 실습하는 소프트웨어 공학,정인상,생능출판,2017-02-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F961736%3Ftimestamp%3D20210629141216,9788970508986
스타트업 백서,김건우,슬기북스,2019-12-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5162708%3Ftimestamp%3D20210702153302,9791196637033
그림으로 배우는 클라우드 2/E,하야시 미사유키,영진닷컴,2020-08-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5444363%3Ftimestamp%3D20210706194001,9788931463149
스타트업 CEO를 위한 모든 것,양준철,지앤선,2017-06-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1645820%3Ftimestamp%3D20210616143438,9791187497066
스타트업 101,하세가와 가쓰야,호이테북스,2020-04-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5326976%3Ftimestamp%3D20210702152707,9788993132700
임유정의 목소리 트레이닝,임유정,원앤원북스,2019-01-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4861776%3Ftimestamp%3D20210706192738,9791189344412
그림으로 배우는 서버 구조,니시무라 야스히로,영진닷컴,2020-11-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5516542%3Ftimestamp%3D20210706194233,9788931463279
카이스트 K스쿨 스타트업 재무 특강,안성태,니케북스,2018-03-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1420265%3Ftimestamp%3D20210705180714,9788994361826
재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),사경인,베가북스,2020-01-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5210239%3Ftimestamp%3D20210706194543,9791190242271
손에 잡히는 VIM,김선영,인사이트,2011-03-31,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F924358%3Ftimestamp%3D20210706192758,9788966260003
장병규의 스타트업 한국,장병규,넥서스BIZ,2018-01-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1603342%3Ftimestamp%3D20201103160212,9791161651965
만들면서 배우는 Git + GitHub 입문,윤웅식,한빛미디어,2015-08-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F945802%3Ftimestamp%3D20210707143742,9788968482021
쿠버네티스 마스터 2/e(2판)(클라우드 컴퓨팅),기기 사이판,에이콘출판,2018-07-31,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1600436%3Ftimestamp%3D20210702153859,9791161751986
나의 한국현대사 1959-2020,유시민,돌베개,2021-01-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5568568%3Ftimestamp%3D20210706194203,9788971999080
고객이 보이는 구글 애널리틱스(2판),문준영,한빛미디어,2020-01-17,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5219544%3Ftimestamp%3D20210706194451,9791162242728
클린 아키텍처: 소프트웨어 구조와 설계의 원칙,로버트 C. 마틴,인사이트,2019-08-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5035062%3Ftimestamp%3D20210706195123,9788966262472
맨먼스 미신(프로그램 프로그래밍 프로그래머 시리즈 9),프레더릭 브룩스,인사이트,2015-03-23,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F924421%3Ftimestamp%3D20210706191310,9788966261321
구글 애널리틱스 완벽 입문(위키북스 오픈소스 & 웹 시리즈 99),유성민,위키북스,2020-08-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5444406%3Ftimestamp%3D20210706191650,9791158392154
함께 자라기,김창준,인사이트,2018-11-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4833808%3Ftimestamp%3D20210706194932,9788966262335
Clean Code(클린 코드),로버트 C. 마틴,인사이트,2013-12-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927035%3Ftimestamp%3D20210706195218,9788966260959
Clean Code(클린 코드),로버트 C. 마틴,인사이트,2013-12-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927035%3Ftimestamp%3D20210706195218,9788966260959
백년운동,정선근,아티잔,2019-10-31,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5127261%3Ftimestamp%3D20210706194411,9791196834005
스타트업은 어떻게 유니콘이 되는가,최정우,쌤앤파커스,2020-04-16,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5332053%3Ftimestamp%3D20210706191533,9791165340926
원 포인트 K-스타트업 창업,이홍철,지와수,2018-07-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1495198%3Ftimestamp%3D20210618181718,9788997947096
오픈스택 인 액션,코디 범가드너,한빛미디어,2016-10-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F945280%3Ftimestamp%3D20210707143952,9788968484865
호모 모빌리언스(Homo Mobilians),이민화,북콘서트,2012-06-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1389107%3Ftimestamp%3D20210619142603,9788992885607
혁신의 후원자 벤처캐피털,권오상,클라우드나인,2020-05-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5378568%3Ftimestamp%3D20210705180532,9791189430726
우리가 꿈꾸는 나라(지혜의 시대)(양장본 HardCover),노회찬,창비,2018-09-17,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3750544%3Ftimestamp%3D20210625143852,9788936476748
창의융합 프로젝트 아이디어북,조준동,한빛아카데미,2015-06-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1569547%3Ftimestamp%3D20210625142422,9791156641858
알기쉬운 역량모델링,ANNTOINETTE DLUCIA,피에스아이컨설팅,2001-01-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1232175%3Ftimestamp%3D20210626140753,9788986406047
파이썬 머신러닝 완벽 가이드(위키북스 데이터 사이언스 시리즈 50),권철민,위키북스,2020-02-07,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5227971%3Ftimestamp%3D20210706194533,9791158391928
린 스타트업,에릭 리스,인사이트,2012-11-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927015%3Ftimestamp%3D20210706195126,9788966260577
파이썬 날코딩으로 알고 짜는 딥러닝,윤덕호,한빛미디어,2019-07-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4990882%3Ftimestamp%3D20210703183857,9791162242001
넷플릭스의 클라우드 엔지니어링,정윤진,예문사,2020-06-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5384871%3Ftimestamp%3D20210705180535,9788927436133
전지적 짝사랑 시점,이나은,나무의철학,2018-02-19,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1586523%3Ftimestamp%3D20210704143316,9791158510909
벤처 창업 경영론(2판),성태경,정독,2020-03-02,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5243283%3Ftimestamp%3D20210703182419,9791189675523
비즈니스 글쓰기 상식사전,송세진,길벗,2011-08-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F923523%3Ftimestamp%3D20210701150804,9788966181681
기득권층,오언 존스,북인더갭,2017-03-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1616150%3Ftimestamp%3D20210512172644,9791185359236
오픈스택을 다루는 기술(개정판),장현정,길벗,2017-05-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1595164%3Ftimestamp%3D20210707144007,9791160501759
비욘드,크리스 임피,시공사,2020-04-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5355828%3Ftimestamp%3D20210706191546,9788952773661
하드씽,벤 호로위츠,36.5,2014-12-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1573563%3Ftimestamp%3D20210204163143,9791157231324
이솝우화에서 배우는 33역량,신호종,넥서스BIZ,2015-08-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1577770%3Ftimestamp%3D20210521183908,9791157525041
세상을 바꾸는 스타트업(Start up),주형철,로크미디어,2014-09-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1521627%3Ftimestamp%3D20210409144248,9791125581338
스타트업 1년 차입니다,조성주,천그루숲,2019-05-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4935605%3Ftimestamp%3D20210623144905,9791188348435
킥스타터 캠페인,박한진,클라우드북스,2017-02-09,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1492259%3Ftimestamp%3D20210702151630,9788997793204
AI 최강의 수업(KAIST 김진형 교수에게 듣는),김진형,매일경제신문사,2020-11-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5514801%3Ftimestamp%3D20210706194303,9791164841905
복지국가와 사회,견진만,윤성사,2017-07-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1669950%3Ftimestamp%3D20210603145028,9791196019044
Kubernetes in Action,마르코 룩샤,에이콘출판,2019-01-02,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4819746%3Ftimestamp%3D20200703135831,9791161752242
작은 도시 큰 기업,모종린,알에이치코리아,2014-05-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F415350%3Ftimestamp%3D20210703184215,9788925552866
12가지 인생의 법칙,조던 B. 피터슨,메이븐,2018-10-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3943658%3Ftimestamp%3D20210706194852,9791196067694
쿠버네티스 인 액션(오픈소스 프로그래밍 시리즈),마르코 룩샤,에이콘출판,2020-03-31,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5327764%3Ftimestamp%3D20210706193938,9791161754048
쿠버네티스 인 액션(오픈소스 프로그래밍 시리즈),마르코 룩샤,에이콘출판,2020-03-31,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5327764%3Ftimestamp%3D20210706193938,9791161754048
소비 수업,윤태영,문예출판사,2020-02-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5247066%3Ftimestamp%3D20210706191432,9788931021097
미국 프랑스 영국 교육제도,정일용,서울대학교출판문화원,2013-06-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F632998%3Ftimestamp%3D20210619142352,9788952115089
스켑틱,마이클 셔머,바다출판사,2020-11-11,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5513409%3Ftimestamp%3D20210706194243,9791189932787
완벽한 IT 인프라 구축을 위한 Docker(2판),Asa Shiho,정보문화사,2018-09-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3751153%3Ftimestamp%3D20210706192536,9788956747903
완벽한 IT 인프라 구축을 위한 Docker(2판),Asa Shiho,정보문화사,2018-09-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3751153%3Ftimestamp%3D20210706192536,9788956747903
로봇 수업(양장본 HardCover),존 조던,사이언스북스,2018-06-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1654099%3Ftimestamp%3D20210706194735,9791189198008
해커와 화가(양장본 HardCover),폴 그레이엄,한빛미디어,2014-01-06,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F942912%3Ftimestamp%3D20210706195246,9788968480713
해커와 화가(양장본 HardCover),폴 그레이엄,한빛미디어,2014-01-06,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F942912%3Ftimestamp%3D20210706195246,9788968480713
해커와 화가(양장본 HardCover),폴 그레이엄,한빛미디어,2014-01-06,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F942912%3Ftimestamp%3D20210706195246,9788968480713
데이터 시각화 교과서,클라우스 윌케,책만,2020-02-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5237687%3Ftimestamp%3D20210706194514,9791189909109
데이터 시각화 교과서,클라우스 윌케,책만,2020-02-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5237687%3Ftimestamp%3D20210706194514,9791189909109
데이타베이스 시스템,이석호,정익사,2014-08-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F523818%3Ftimestamp%3D20210706191041,9788935304455
데이타베이스 시스템,이석호,정익사,2014-08-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F523818%3Ftimestamp%3D20210706191041,9788935304455
대용량 데이터베이스솔루션. 1(새로 쓴)(양장본 HardCover),이화식,엔코아컨설팅,2018-01-19,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1431981%3Ftimestamp%3D20210707144259,9788995062920
마케팅이다(양장본 HardCover),세스 고딘,쌤앤파커스,2019-04-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4911452%3Ftimestamp%3D20210706195032,9788965707820
특이점이 온다(기술이 인간을 초월하는 순간)(양장본 HardCover),레이 커즈와일,김영사,2007-01-07,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F518841%3Ftimestamp%3D20210706193715,9788934924067
대용량 데이터베이스솔루션. 2(양장본 HardCover),이화식,엔코아컨설팅,2012-04-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1426004%3Ftimestamp%3D20210707144342,9788995062913
머신러닝을 위한 파이썬 한 조각,박성호,비제이퍼블릭,2020-02-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5237794%3Ftimestamp%3D20210702153442,9791190014755
케라스 창시자에게 배우는 딥러닝(Deep Learning with Python),프랑소와 숄레,길벗,2018-10-22,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3774757%3Ftimestamp%3D20210706193536,9791160505979
고독한 군중(세계사상전집 45),데이비드 리스먼,동서문화사,2016-09-09,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F617609%3Ftimestamp%3D20210707143828,9788949714530
밑바닥부터 시작하는 딥러닝,사이토 고키,한빛미디어,2017-01-03,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F945270%3Ftimestamp%3D20210706193538,9788968484636
The Official Scratchjr Book,No Starch Press,No Starch Press,2016-01-04,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3402089%3Ftimestamp%3D20190220103031,9781593276713
누구나 쉽게 배우는 코딩(이지코딩 시리즈 4),브라이슨 페인,비제이퍼블릭,2015-10-07,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1634910%3Ftimestamp%3D20210702151627,9791186697047
한 권으로 정리하는 4차 산업혁명,최진기,이지퍼블리싱,2018-05-11,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1669066%3Ftimestamp%3D20210706194238,9791196376406
밑바닥부터 시작하는 딥러닝. 2,사이토 고키,한빛미디어,2019-05-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4930064%3Ftimestamp%3D20210706194949,9791162241745
한국 IT산업의 멸망,김인성,북하우스,2011-04-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F724095%3Ftimestamp%3D20210706195016,9788956055220
창의성과 영재성(영재교육필독시리즈 10),Donald J. Treffinger,학지사,2008-01-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F790226%3Ftimestamp%3D20210408142505,9788958915508
프로그래머가 되기 전에 알았더라면 좋았을 것들,고마타 미쓰유키,스포트라잇북,2015-01-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1653529%3Ftimestamp%3D20210702151627,9791195313327
AI 최강의 수업(KAIST 김진형 교수에게 듣는),김진형,매일경제신문사,2020-11-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5514801%3Ftimestamp%3D20210706194303,9791164841905
데이터 과학(밑바닥부터 시작하는)(2판)(프로그래밍인사이트),조엘 그루스,인사이트,2020-03-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5256249%3Ftimestamp%3D20210706191439,9788966262571
세계 최고의 인재들은 왜 기본에 집중할까,도쓰카 다카마사,비즈니스북스,2014-02-14,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1495000%3Ftimestamp%3D20210706193213,9788997575213
웹 데이터 분석학(에이콘 검색 마케팅 웹 분석 시리즈 7),아비나쉬 카우쉭,에이콘출판,2013-05-31,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F839332%3Ftimestamp%3D20210701150030,9788960774360
핀란드 교육에서 미래 교육의 답을 찾다,키르시티 론카,테크빌교육(즐거운학교),2020-02-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5261506%3Ftimestamp%3D20210706191507,9791163460763
개발자의 코드,카 와이 청,지앤선,2013-02-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1404830%3Ftimestamp%3D20210701145721,9788993827552
AI 슈퍼파워,리카이푸,이콘,2019-04-03,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4917210%3Ftimestamp%3D20210706195220,9791189318109
SQL로 분석하고 Tableau로 시각화하자(데이터 분석과 시각화),모원서,비제이퍼블릭,2020-10-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5501954%3Ftimestamp%3D20210706194203,9791165920173
Python for Scientists,John M Stewart,Cambridge University Press,2016-01-26,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3363442%3Ftimestamp%3D20190220041854,9781107686427
마인드스톰,시모어 패퍼트,인사이트,2020-06-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5374422%3Ftimestamp%3D20210702152800,9788966262618
이러닝과 저작권법,김윤명,커뮤니케이션북스,2011-05-16,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F892757%3Ftimestamp%3D20201228132721,9788964061480
안드로이드 앱 프로그래밍(Do it!)(전면개정판 3판),정재곤,이지스퍼블리싱,2016-01-14,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1488948%3Ftimestamp%3D20210402150811,9788997390847
THE CATHEDRAL & THE BAZAAR,ERIC S. RAYMOND,,,,
윤성우의 열혈 Java 프로그래밍,윤성우,오렌지미디어,2017-07-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1456899%3Ftimestamp%3D20210706193543,9788996094074
클라우드,윤혜식,미디어샘,2020-07-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5412825%3Ftimestamp%3D20210705181210,9788968571541
클린 코드를 위한 테스트 주도 개발(파이썬을 이용한),해리 J W 퍼시벌,비제이퍼블릭,2015-03-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1423811%3Ftimestamp%3D20210707144446,9788994774916
독하게 시작하는 C 프로그래밍,최호성,루비페이퍼,2015-06-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1651664%3Ftimestamp%3D20210702152559,9791195149209
도올의 교육입국론(증보신판),김용옥,통나무,2017-12-04,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1150930%3Ftimestamp%3D20210701151341,9788982641299
개발자의 글쓰기,김철수,위키북스,2019-10-04,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5082951%3Ftimestamp%3D20210706194429,9791158391744
C 포인터의 이해와 활용,리차드 리스,제이펍,2013-12-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1419387%3Ftimestamp%3D20210703183927,9788994506791
성적없는 성적표,류태호,경희대학교출판부,2018-06-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1149652%3Ftimestamp%3D20210630144933,9788982225758
